"sub","task","traindiffcond","coh","rt","resp","cor","cj","RTconf","block"
35,"dotnumber","easy","hard",1.319,-1,1,4,0.368,6
35,"dotnumber","easy","hard",0.885,-1,0,4,0.697,6
35,"dotnumber","easy","easy",0.618,-1,1,6,0.32,6
35,"dotnumber","easy","hard",1.586,1,1,5,0.366,6
35,"dotnumber","easy","average",0.852,-1,1,4,0.328,6
35,"dotnumber","easy","average",0.885,1,1,4,0.483,6
35,"dotnumber","easy","easy",0.918,1,1,5,0.293,6
35,"dotnumber","easy","average",0.601,-1,1,4,0.477,6
35,"dotnumber","easy","average",0.851,-1,1,4,0.627,6
35,"dotnumber","easy","hard",0.585,-1,1,4,0.653,6
35,"dotnumber","easy","average",0.951,1,1,4,1.048,6
35,"dotnumber","easy","easy",0.801,-1,1,6,0.425,6
35,"dotnumber","easy","hard",0.868,-1,0,5,0.4,6
35,"dotnumber","easy","easy",0.702,-1,1,6,0.43,6
35,"dotnumber","easy","average",0.868,1,1,4,0.374,6
35,"dotnumber","easy","average",0.818,-1,1,5,1.825,6
35,"dotnumber","easy","easy",0.735,-1,1,6,0.261,6
35,"dotnumber","easy","average",0.786,1,1,6,1.126,6
35,"dotnumber","easy","hard",0.686,-1,1,6,0.44,6
35,"dotnumber","easy","average",0.619,-1,1,5,0.681,6
35,"dotnumber","easy","hard",0.985,-1,0,4,0.529,6
35,"dotnumber","easy","easy",0.585,-1,1,4,0.544,6
35,"dotnumber","easy","average",0.969,-1,1,4,0.655,6
35,"dotnumber","easy","average",0.668,-1,1,5,0.501,6
35,"dotnumber","easy","hard",0.819,-1,1,5,0.315,6
35,"dotnumber","easy","hard",0.919,-1,0,4,0.276,6
35,"dotnumber","easy","hard",0.969,-1,0,5,0.605,6
35,"dotnumber","easy","easy",0.818,-1,1,6,0.287,6
35,"dotnumber","easy","average",0.769,1,1,5,0.512,6
35,"dotnumber","easy","hard",1.185,1,0,4,0.392,7
35,"dotnumber","easy","easy",0.552,-1,1,6,0.302,7
35,"dotnumber","easy","hard",0.818,1,1,6,1.708,7
35,"dotnumber","easy","easy",0.668,1,1,5,0.487,7
35,"dotnumber","easy","hard",0.785,1,1,5,0.943,7
35,"dotnumber","easy","easy",0.902,1,1,4,0.272,7
35,"dotnumber","easy","hard",0.802,-1,0,4,0.288,7
35,"dotnumber","easy","easy",0.734,1,1,5,0.754,7
35,"dotnumber","easy","easy",0.602,-1,1,6,0.327,7
35,"dotnumber","easy","average",0.652,-1,1,5,0.731,7
35,"dotnumber","easy","easy",1.002,1,1,6,0.416,7
35,"dotnumber","easy","average",1.052,-1,0,4,0.336,7
35,"dotnumber","easy","hard",0.802,1,1,4,0.558,7
35,"dotnumber","easy","easy",0.651,1,1,4,0.424,7
35,"dotnumber","easy","average",0.835,1,1,4,0.273,7
35,"dotnumber","easy","average",0.518,-1,1,4,0.733,7
35,"dotnumber","easy","easy",0.584,1,1,4,0.339,7
35,"dotnumber","easy","hard",0.6,1,1,4,0.936,7
35,"dotnumber","easy","average",0.62,-1,1,5,2.293,7
35,"dotnumber","easy","easy",0.635,1,1,6,0.377,7
35,"dotnumber","easy","hard",0.669,-1,1,6,0.379,7
35,"dotnumber","easy","easy",0.902,-1,1,6,0.371,7
35,"dotnumber","easy","average",1.102,1,1,6,0.306,7
35,"dotnumber","easy","hard",1.168,-1,0,5,0.77,7
35,"dotnumber","easy","easy",0.769,-1,1,5,0.591,7
35,"dotnumber","easy","average",0.936,1,1,5,0.269,7
35,"dotnumber","easy","easy",0.735,-1,1,5,0.784,7
35,"dotnumber","easy","hard",0.852,-1,1,5,0.601,7
35,"dotnumber","easy","hard",0.818,-1,1,5,2.443,7
35,"dotnumber","easy","average",0.835,-1,1,6,0.289,7
35,"dotnumber","easy","average",1.068,-1,1,5,0.549,7
35,"dotnumber","easy","average",0.868,1,1,5,0.375,7
35,"dotnumber","easy","hard",0.869,-1,1,5,0.289,7
35,"dotnumber","easy","easy",0.603,1,1,6,0.28,7
35,"dotnumber","easy","hard",0.836,-1,1,5,0.391,7
35,"dotnumber","easy","average",0.752,1,1,5,0.356,7
35,"dotnumber","easy","average",0.818,-1,1,5,0.481,7
35,"dotnumber","easy","hard",0.785,-1,1,5,1.161,7
35,"dotnumber","easy","easy",0.884,-1,1,6,0.258,7
35,"dotnumber","easy","easy",0.818,-1,1,5,0.306,7
35,"dotnumber","easy","average",0.852,-1,1,5,0.495,7
35,"dotnumber","easy","hard",1.152,-1,1,5,0.552,7
35,"dotnumber","easy","easy",0.702,1,1,6,0.288,7
35,"dotnumber","easy","hard",0.919,-1,0,5,0.971,7
35,"dotnumber","easy","easy",0.668,-1,1,5,0.612,7
35,"dotnumber","easy","easy",0.868,1,1,6,0.436,7
35,"dotnumber","easy","hard",0.602,-1,1,5,0.309,7
35,"dotnumber","easy","average",0.685,-1,1,5,0.377,7
35,"dotnumber","easy","average",0.986,1,1,5,0.366,7
35,"dotnumber","easy","average",0.668,-1,1,5,0.335,7
35,"dotnumber","easy","average",1.069,1,0,5,0.706,7
35,"dotnumber","easy","easy",0.685,-1,1,6,0.341,7
35,"dotnumber","easy","easy",0.835,-1,1,5,0.145,7
35,"dotnumber","easy","hard",1.102,-1,1,5,0.65,7
35,"dotnumber","easy","easy",0.985,1,1,6,0.307,7
35,"dotnumber","easy","average",0.951,1,1,6,0.428,7
35,"dotnumber","easy","average",0.986,-1,0,5,0.206,7
35,"dotnumber","easy","hard",0.768,1,0,5,0.403,7
35,"dotnumber","easy","hard",0.769,1,1,5,0.351,7
35,"dotnumber","easy","easy",0.684,-1,1,5,1.136,7
35,"dotnumber","easy","hard",1.169,1,1,5,2.174,7
35,"dotnumber","easy","average",0.818,1,1,5,0.432,7
35,"dotnumber","easy","average",0.669,1,1,5,0.398,7
35,"dotnumber","easy","average",0.669,1,1,5,0.51,7
35,"dotnumber","easy","average",0.552,-1,1,5,0.863,7
35,"dotnumber","easy","hard",0.718,1,1,5,0.603,7
35,"dotnumber","easy","hard",1.002,-1,1,5,0.261,7
35,"dotnumber","easy","easy",0.617,1,1,5,0.59,7
35,"dotnumber","easy","hard",0.886,1,1,5,0.573,7
35,"dotnumber","easy","hard",0.669,1,1,5,0.311,7
35,"dotnumber","easy","easy",0.686,-1,1,6,0.283,7
35,"dotnumber","easy","average",1.536,-1,1,4,0.332,7
35,"xotask","average","hard",1.019,-1,1,5,0.689,5
35,"xotask","average","easy",0.886,1,1,6,0.396,5
35,"xotask","average","easy",0.902,-1,1,6,0.466,5
35,"xotask","average","average",0.951,-1,1,6,0.483,5
35,"xotask","average","average",0.618,1,1,6,0.241,5
35,"xotask","average","hard",0.852,-1,0,6,0.32,5
35,"xotask","average","easy",0.668,1,1,6,0.243,5
35,"xotask","average","hard",1.002,-1,1,5,0.348,5
35,"xotask","average","hard",0.768,-1,1,5,0.09,5
35,"xotask","average","hard",0.835,-1,0,6,0.351,5
35,"xotask","average","average",0.785,-1,1,6,0.556,5
35,"xotask","average","easy",1.036,1,1,6,0.359,5
35,"xotask","average","easy",1.387,1,1,6,0.379,5
35,"xotask","average","easy",0.952,1,1,6,0.352,5
35,"xotask","average","easy",0.869,1,1,5,0.425,5
35,"xotask","average","easy",0.602,-1,1,5,0.443,5
35,"xotask","average","hard",0.919,-1,1,5,0.287,5
35,"xotask","average","average",0.769,-1,1,5,0.319,5
35,"xotask","average","hard",0.735,-1,1,5,0.335,5
35,"xotask","average","hard",0.768,-1,1,5,0.205,5
35,"xotask","average","average",0.669,1,1,5,0.325,5
35,"xotask","average","easy",1.586,1,1,6,0.355,5
35,"xotask","average","average",0.82,-1,1,5,0.254,5
35,"xotask","average","hard",0.919,1,1,6,0.538,5
35,"xotask","average","hard",0.902,1,1,5,0.33,5
35,"xotask","average","average",0.786,1,1,5,0.456,5
35,"xotask","average","average",0.734,1,1,5,0.323,5
35,"xotask","average","hard",0.918,1,1,5,0.267,5
35,"xotask","average","average",1.035,-1,1,4,0.449,5
35,"xotask","average","average",0.686,1,1,4,0.83,5
35,"xotask","average","easy",0.853,1,1,6,0.357,5
35,"xotask","average","hard",0.919,1,1,6,0.364,5
35,"xotask","average","easy",0.969,-1,1,6,0.353,5
35,"xotask","average","average",0.936,-1,0,5,1.223,5
35,"xotask","average","easy",1.069,1,0,5,0.389,5
35,"xotask","average","easy",0.969,-1,1,6,0.297,5
35,"xotask","average","average",1.352,-1,1,4,0.305,5
35,"xotask","average","hard",0.936,-1,1,5,0.538,5
35,"xotask","average","hard",0.869,-1,1,5,0.491,5
35,"xotask","average","hard",0.719,-1,0,5,0.31,5
35,"xotask","average","hard",0.852,-1,1,5,0.226,5
35,"xotask","average","easy",0.619,-1,1,5,0.379,5
35,"xotask","average","easy",0.918,1,1,6,0.465,5
35,"xotask","average","average",0.869,-1,1,4,0.518,5
35,"xotask","average","average",0.835,-1,1,5,0.25,5
35,"xotask","average","easy",1.303,1,1,6,0.405,5
35,"xotask","average","hard",0.952,-1,0,4,1.257,5
35,"xotask","average","easy",0.802,-1,1,4,6.753,5
35,"xotask","average","hard",0.869,-1,0,4,0.452,5
35,"xotask","average","average",0.835,-1,0,4,0.683,5
35,"xotask","average","easy",1.018,-1,1,4,0.352,5
35,"xotask","average","average",0.802,-1,0,4,0.476,5
35,"xotask","average","average",0.818,-1,0,4,0.323,5
35,"xotask","average","average",0.802,-1,1,4,0.449,5
35,"xotask","average","easy",0.618,-1,1,5,0.288,5
35,"xotask","average","easy",0.603,-1,1,5,0.375,5
35,"xotask","average","hard",0.551,-1,1,5,0.381,5
35,"xotask","average","average",0.668,-1,1,5,1.229,5
35,"xotask","average","hard",1.403,1,1,4,0.349,5
35,"xotask","average","average",0.785,-1,0,4,0.362,5
35,"xotask","average","hard",0.735,-1,1,4,0.328,5
35,"xotask","average","easy",0.952,1,1,6,0.271,5
35,"xotask","average","hard",0.936,-1,0,4,0.25,5
35,"xotask","average","hard",0.903,1,0,5,0.294,5
35,"xotask","average","average",0.653,-1,1,4,0.235,5
35,"xotask","average","easy",0.686,1,1,6,0.4,5
35,"xotask","average","easy",0.718,-1,1,5,0.302,5
35,"xotask","average","average",0.886,-1,1,5,1.017,5
35,"xotask","average","average",1.418,1,1,5,0.288,5
35,"xotask","average","average",0.968,1,1,5,0.489,5
35,"xotask","average","easy",0.785,-1,1,6,0.272,5
35,"xotask","average","hard",0.885,-1,0,5,0.268,5
35,"xotask","average","easy",1.285,1,1,6,0.659,6
35,"xotask","average","average",1.201,-1,0,4,0.29,6
35,"xotask","average","average",1.253,-1,1,6,0.287,6
35,"xotask","average","average",0.869,1,1,6,0.299,6
35,"xotask","average","easy",1.469,1,1,5,0.35,6
35,"xotask","average","average",0.735,-1,1,5,0.237,6
35,"xotask","average","average",1.986,-1,1,4,1.549,6
35,"xotask","average","easy",2.203,1,1,6,0.463,6
35,"xotask","average","hard",1.202,1,0,5,0.454,6
35,"xotask","average","easy",0.753,-1,1,6,0.4,6
35,"xotask","average","hard",1.053,1,0,4,0.24,6
35,"xotask","average","average",0.635,-1,1,5,0.216,6
35,"xotask","average","hard",0.835,-1,1,5,0.312,6
35,"xotask","average","average",0.752,-1,1,5,0.087,6
35,"xotask","average","average",0.818,1,1,5,0.526,6
35,"xotask","average","hard",0.553,-1,0,5,0.334,6
35,"xotask","average","easy",1.187,-1,1,6,0.027,6
35,"xotask","average","easy",0.819,-1,1,6,0.436,6
35,"xotask","average","hard",0.903,-1,0,5,0.345,6
35,"xotask","average","hard",1.036,-1,0,5,0.508,6
35,"xotask","average","hard",1.12,-1,1,5,0.325,6
35,"xotask","average","hard",1.201,-1,0,4,0.386,6
35,"xotask","average","hard",1.32,1,1,4,0.312,6
35,"xotask","average","average",0.768,1,1,6,0.262,6
35,"xotask","average","easy",0.785,-1,1,4,0.327,6
35,"xotask","average","hard",0.719,1,1,6,0.328,6
35,"xotask","average","easy",1.302,1,1,6,0.193,6
35,"xotask","average","easy",2.087,1,0,4,0.559,6
35,"xotask","average","average",0.551,-1,1,4,0.11,6
35,"xotask","average","hard",1.019,1,0,4,0.251,6
35,"xotask","average","easy",0.936,1,1,6,0.342,6
35,"xotask","average","hard",1.136,1,1,5,0.293,6
35,"xotask","average","easy",0.852,1,1,6,0.066,6
35,"xotask","average","hard",1.27,1,0,4,0.503,6
35,"xotask","average","hard",0.785,-1,0,5,0.302,6
35,"xotask","average","average",1.085,1,1,6,0.336,6
35,"xotask","average","easy",0.535,-1,1,6,0.665,6
35,"xotask","average","easy",1.453,-1,1,5,0.572,6
35,"xotask","average","average",0.785,1,1,5,0.416,6
35,"xotask","average","average",0.852,-1,1,5,0.376,6
35,"xotask","average","average",1.135,1,1,6,0.374,6
35,"xotask","average","average",1.019,-1,1,5,0.552,6
35,"xotask","average","average",0.919,1,1,5,0.295,6
35,"xotask","average","hard",0.968,-1,1,5,0.703,6
35,"xotask","average","easy",1.435,-1,1,6,0.451,6
35,"xotask","average","hard",2.002,-1,1,5,0.25,6
35,"xotask","average","easy",0.685,1,1,6,0.495,6
35,"xotask","average","easy",1.236,-1,1,4,0.452,6
35,"xotask","average","average",1.318,-1,1,6,0.343,6
35,"xotask","average","average",1.018,-1,1,6,0.555,6
35,"xotask","average","hard",1.002,1,1,5,0.214,6
35,"xotask","average","average",0.869,1,1,5,0.453,6
35,"xotask","average","easy",1.219,1,1,6,0.268,6
35,"xotask","average","average",1.003,-1,0,5,0.484,6
35,"xotask","average","easy",1.253,-1,1,6,0.312,6
35,"xotask","average","hard",1.002,1,0,4,0.333,6
35,"xotask","average","hard",0.886,1,0,4,0.279,6
35,"xotask","average","easy",0.935,1,1,6,0.32,6
35,"xotask","average","average",0.952,1,1,6,0.216,6
35,"xotask","average","average",0.735,1,1,6,0.396,6
35,"xotask","average","easy",0.635,-1,1,6,0.253,6
35,"xotask","average","hard",0.886,-1,0,5,0.266,6
35,"xotask","average","hard",0.836,1,1,5,0.248,6
35,"xotask","average","easy",1.119,1,1,6,0.219,6
35,"xotask","average","average",0.802,-1,1,5,0.237,6
35,"xotask","average","hard",0.836,-1,1,5,0.428,6
35,"xotask","average","average",0.652,-1,1,5,0.316,6
35,"xotask","average","easy",0.735,-1,1,6,0.316,6
35,"xotask","average","easy",1.369,1,1,6,0.354,6
35,"xotask","average","hard",0.852,-1,0,5,0.317,6
35,"xotask","average","hard",1.103,1,0,3,3.821,6
35,"xotask","average","easy",3.606,1,1,6,0.457,6
35,"xotask","average","easy",1.253,-1,1,6,0.142,7
35,"xotask","average","easy",1.251,1,1,6,0.321,7
35,"xotask","average","average",0.869,1,0,5,0.428,7
35,"xotask","average","average",0.719,1,1,5,0.232,7
35,"xotask","average","easy",0.719,-1,1,6,0.349,7
35,"xotask","average","average",0.718,-1,1,5,0.22,7
35,"xotask","average","easy",0.652,-1,1,6,0.244,7
35,"xotask","average","easy",0.535,-1,1,6,0.304,7
35,"xotask","average","hard",0.534,-1,0,5,0.297,7
35,"xotask","average","average",0.668,-1,1,5,0.701,7
35,"xotask","average","hard",0.902,1,0,5,1.063,7
35,"xotask","average","easy",0.619,-1,1,6,0.285,7
35,"xotask","average","hard",0.685,-1,1,5,0.497,7
35,"xotask","average","hard",1.286,1,0,4,0.275,7
35,"xotask","average","hard",0.936,-1,1,4,0.317,7
35,"xotask","average","easy",0.984,1,1,6,0.563,7
35,"xotask","average","hard",0.967,-1,1,4,0.304,7
35,"xotask","average","average",1.152,1,1,5,0.335,7
35,"xotask","average","easy",0.852,1,1,6,0.058,7
35,"xotask","average","hard",0.735,-1,1,5,0.645,7
35,"xotask","average","hard",1.153,-1,1,4,1.127,7
35,"xotask","average","average",0.952,1,1,5,2.158,7
35,"xotask","average","easy",1.27,1,1,6,0.333,7
35,"xotask","average","average",0.702,-1,1,5,0.302,7
35,"xotask","average","average",0.852,-1,1,5,0.346,7
35,"xotask","average","average",0.786,-1,0,5,0.647,7
35,"xotask","average","easy",0.769,-1,0,5,0.472,7
35,"xotask","average","easy",0.734,1,1,6,0.258,7
35,"xotask","average","average",0.835,-1,1,5,0.321,7
35,"xotask","average","hard",2.186,-1,0,4,0.502,7
35,"xotask","average","hard",0.853,-1,1,4,0.778,7
35,"xotask","average","easy",1.303,-1,1,6,0.289,7
35,"xotask","average","hard",0.919,-1,0,5,0.523,7
35,"xotask","average","average",0.97,1,1,6,0.298,7
35,"xotask","average","easy",0.685,-1,1,4,0.349,7
35,"xotask","average","average",0.985,-1,0,4,0.033,7
35,"xotask","average","hard",0.768,-1,0,4,0.38,7
35,"xotask","average","hard",0.902,-1,0,4,0.29,7
35,"xotask","average","average",0.653,-1,0,3,0.327,7
35,"xotask","average","easy",1.235,-1,1,6,0.451,7
35,"xotask","average","average",0.952,-1,1,5,0.325,7
35,"xotask","average","average",0.936,1,1,6,0.381,7
35,"xotask","average","hard",1.67,1,1,4,0.324,7
35,"xotask","average","easy",1.235,1,1,6,0.352,7
35,"xotask","average","hard",0.935,-1,0,5,0.135,7
35,"xotask","average","average",0.886,-1,1,5,1.849,7
35,"xotask","average","average",0.818,-1,1,5,0.391,7
35,"xotask","average","easy",1.353,1,1,6,0.411,7
35,"xotask","average","average",0.753,-1,0,5,0.439,7
35,"xotask","average","hard",0.836,-1,1,5,0.382,7
35,"xotask","average","average",1.018,-1,1,5,0.336,7
35,"xotask","average","easy",0.969,-1,1,5,0.311,7
35,"xotask","average","hard",0.735,-1,0,5,0.311,7
35,"xotask","average","average",0.902,-1,0,5,0.338,7
35,"xotask","average","average",0.751,1,1,5,0.272,7
35,"xotask","average","hard",0.768,1,1,6,0.369,7
35,"xotask","average","average",0.969,1,0,2,2.63,7
35,"xotask","average","hard",0.819,-1,0,5,0.373,7
35,"xotask","average","easy",0.803,1,1,6,0.321,7
35,"xotask","average","easy",1.336,1,1,6,0.36,7
35,"xotask","average","hard",0.852,-1,1,5,0.306,7
35,"xotask","average","hard",1.018,-1,1,5,0.343,7
35,"xotask","average","easy",0.901,1,1,6,0.352,7
35,"xotask","average","easy",0.802,-1,1,5,0.396,7
35,"xotask","average","easy",0.785,1,1,6,0.679,7
35,"xotask","average","easy",0.952,-1,1,5,0.16,7
35,"xotask","average","hard",1.003,-1,0,5,0.38,7
35,"xotask","average","hard",1.102,-1,1,5,0.458,7
35,"xotask","average","hard",1.085,-1,0,4,0.311,7
35,"xotask","average","average",0.669,1,1,6,0.315,7
35,"xotask","average","easy",0.718,-1,1,6,0.412,7
35,"xotask","average","average",0.853,-1,1,5,0.355,7
35,"dotcolour","hard","easy",1.02,1,1,6,0.165,5
35,"dotcolour","hard","hard",0.752,-1,0,5,0.107,5
35,"dotcolour","hard","hard",0.902,-1,0,5,0.301,5
35,"dotcolour","hard","average",1.402,-1,0,5,0.194,5
35,"dotcolour","hard","hard",0.753,-1,1,5,0.279,5
35,"dotcolour","hard","hard",0.869,-1,1,5,0.228,5
35,"dotcolour","hard","hard",1.37,-1,1,5,0.431,5
35,"dotcolour","hard","easy",0.669,-1,1,6,0.253,5
35,"dotcolour","hard","easy",1.202,-1,1,6,0.285,5
35,"dotcolour","hard","easy",0.618,1,1,6,0.243,5
35,"dotcolour","hard","easy",0.702,-1,1,6,0.264,5
35,"dotcolour","hard","average",0.951,-1,1,6,0.322,5
35,"dotcolour","hard","easy",0.752,-1,1,6,0.002,5
35,"dotcolour","hard","easy",0.835,1,1,6,0.122,5
35,"dotcolour","hard","easy",0.485,-1,1,6,0.365,5
35,"dotcolour","hard","hard",1.537,1,0,4,0.299,5
35,"dotcolour","hard","easy",0.919,1,1,6,0.356,5
35,"dotcolour","hard","easy",0.851,1,1,6,0.318,5
35,"dotcolour","hard","easy",0.786,-1,1,6,0.828,5
35,"dotcolour","hard","average",0.851,-1,1,6,0.372,5
35,"dotcolour","hard","average",0.819,-1,1,5,0.254,5
35,"dotcolour","hard","average",0.751,1,1,5,0.272,5
35,"dotcolour","hard","easy",0.635,1,1,6,0.279,5
35,"dotcolour","hard","hard",0.635,-1,0,5,0.317,5
35,"dotcolour","hard","hard",0.769,1,1,5,0.316,5
35,"dotcolour","hard","easy",1.036,-1,1,6,0.768,5
35,"dotcolour","hard","hard",0.668,-1,0,5,0.417,5
35,"dotcolour","hard","hard",0.953,1,0,6,0.372,5
35,"dotcolour","hard","hard",0.618,-1,1,5,0.183,5
35,"dotcolour","hard","average",0.685,-1,0,5,0.255,5
35,"dotcolour","hard","average",0.486,-1,0,3,0.364,5
35,"dotcolour","hard","hard",0.786,-1,1,5,0.265,5
35,"dotcolour","hard","average",0.703,1,1,5,0.3,5
35,"dotcolour","hard","hard",0.634,-1,1,4,0.321,5
35,"dotcolour","hard","hard",0.802,-1,1,5,0.303,5
35,"dotcolour","hard","hard",1.169,-1,1,5,0.238,5
35,"dotcolour","hard","easy",0.652,1,1,6,1.237,5
35,"dotcolour","hard","easy",0.92,1,1,5,0.328,5
35,"dotcolour","hard","hard",0.684,-1,0,5,0.411,5
35,"dotcolour","hard","average",0.819,1,1,5,0.404,5
35,"dotcolour","hard","hard",0.851,1,1,5,0.316,5
35,"dotcolour","hard","average",0.901,1,1,5,0.358,5
35,"dotcolour","hard","hard",0.852,1,1,5,0.304,5
35,"dotcolour","hard","average",0.886,-1,0,5,0.347,5
35,"dotcolour","hard","average",0.918,-1,1,5,0.386,5
35,"dotcolour","hard","easy",0.785,-1,1,6,0.317,5
35,"dotcolour","hard","average",1.186,1,1,5,0.347,5
35,"dotcolour","hard","hard",0.785,1,1,5,0.376,5
35,"dotcolour","hard","easy",0.652,-1,1,6,0.538,5
35,"dotcolour","hard","hard",1.285,-1,1,5,0.331,5
35,"dotcolour","hard","average",1.152,-1,1,5,0.537,5
35,"dotcolour","hard","average",1.001,1,1,5,0.422,5
35,"dotcolour","hard","hard",1.085,1,1,5,0.339,5
35,"dotcolour","hard","average",0.935,1,1,5,0.299,5
35,"dotcolour","hard","hard",0.801,-1,1,5,0.377,5
35,"dotcolour","hard","easy",0.902,-1,1,5,0.384,5
35,"dotcolour","hard","easy",1.219,1,1,6,0.506,5
35,"dotcolour","hard","easy",0.769,1,1,6,0.29,5
35,"dotcolour","hard","average",0.618,-1,1,5,0.184,5
35,"dotcolour","hard","average",0.968,-1,1,5,0.292,5
35,"dotcolour","hard","average",1.303,-1,1,5,0.575,5
35,"dotcolour","hard","average",0.853,-1,1,5,0.336,5
35,"dotcolour","hard","hard",0.885,1,1,5,0.313,5
35,"dotcolour","hard","average",0.968,-1,1,5,0.416,5
35,"dotcolour","hard","average",0.786,1,1,4,0.282,5
35,"dotcolour","hard","hard",1.22,1,1,4,0.328,5
35,"dotcolour","hard","average",0.669,-1,1,4,0.299,5
35,"dotcolour","hard","easy",0.886,1,1,5,0.582,5
35,"dotcolour","hard","average",0.703,-1,1,5,0.269,5
35,"dotcolour","hard","easy",0.751,1,1,6,0.094,5
35,"dotcolour","hard","easy",0.669,-1,1,6,0.283,5
35,"dotcolour","hard","easy",0.6,-1,1,6,0.29,5
35,"dotcolour","hard","average",1.553,1,1,5,0.646,6
35,"dotcolour","hard","easy",0.801,1,1,6,0.422,6
35,"dotcolour","hard","hard",0.701,-1,1,5,0.34,6
35,"dotcolour","hard","average",0.735,-1,1,5,0.34,6
35,"dotcolour","hard","hard",0.834,-1,1,5,0.239,6
35,"dotcolour","hard","easy",1.052,-1,1,5,0.294,6
35,"dotcolour","hard","average",0.635,-1,1,5,0.332,6
35,"dotcolour","hard","average",1.086,1,1,5,0.317,6
35,"dotcolour","hard","hard",0.918,1,1,5,0.262,6
35,"dotcolour","hard","easy",0.552,-1,1,6,0.288,6
35,"dotcolour","hard","easy",0.751,1,1,5,0.385,6
35,"dotcolour","hard","hard",0.902,-1,0,5,0.296,6
35,"dotcolour","hard","hard",0.686,-1,0,3,0.316,6
35,"dotcolour","hard","easy",0.751,-1,1,6,0.283,6
35,"dotcolour","hard","hard",1.018,1,1,5,0.385,6
35,"dotcolour","hard","easy",0.919,1,1,6,0.263,6
35,"dotcolour","hard","hard",0.901,-1,1,5,0.403,6
35,"dotcolour","hard","average",1.002,-1,1,5,0.405,6
35,"dotcolour","hard","easy",0.952,1,1,6,0.313,6
35,"dotcolour","hard","easy",0.618,-1,1,6,0.286,6
35,"dotcolour","hard","easy",0.835,1,1,6,0.539,6
35,"dotcolour","hard","average",0.801,1,1,6,0.384,6
35,"dotcolour","hard","average",1.603,1,1,5,0.394,6
35,"dotcolour","hard","hard",0.635,-1,1,5,0.252,6
35,"dotcolour","hard","hard",0.786,-1,1,5,0.349,6
35,"dotcolour","hard","average",0.786,-1,1,5,0.297,6
35,"dotcolour","hard","easy",0.619,1,1,5,0.416,6
35,"dotcolour","hard","hard",0.768,-1,1,5,0.33,6
35,"dotcolour","hard","average",1.369,-1,1,5,0.304,6
35,"dotcolour","hard","hard",0.752,1,1,5,0.384,6
35,"dotcolour","hard","average",1.486,1,1,5,0.303,6
35,"dotcolour","hard","average",0.952,1,1,5,0.327,6
35,"dotcolour","hard","hard",1.234,1,1,5,0.275,6
35,"dotcolour","hard","hard",1.136,1,0,5,0.324,6
35,"dotcolour","hard","average",0.835,-1,1,5,0.369,6
35,"dotcolour","hard","average",0.684,1,1,5,0.065,6
35,"dotcolour","hard","average",0.869,1,1,5,0.342,6
35,"dotcolour","hard","hard",0.884,-1,1,5,0.368,6
35,"dotcolour","hard","hard",0.802,1,1,5,0.315,6
35,"dotcolour","hard","average",0.784,1,1,5,0.393,6
35,"dotcolour","hard","hard",1.003,-1,0,5,0.236,6
35,"dotcolour","hard","hard",0.769,-1,1,5,0.334,6
35,"dotcolour","hard","average",0.669,-1,1,5,0.385,6
35,"dotcolour","hard","easy",0.785,-1,1,5,0.284,6
35,"dotcolour","hard","easy",0.835,1,1,6,0.122,6
35,"dotcolour","hard","average",1.052,-1,1,5,0.341,6
35,"dotcolour","hard","easy",0.618,1,1,6,0.298,6
35,"dotcolour","hard","hard",0.768,-1,0,5,0.297,6
35,"dotcolour","hard","average",1.153,1,1,5,0.361,6
35,"dotcolour","hard","easy",0.535,-1,1,6,0.256,6
35,"dotcolour","hard","easy",0.868,1,1,6,0.269,6
35,"dotcolour","hard","easy",0.702,-1,1,6,0.337,6
35,"dotcolour","hard","easy",0.62,1,1,6,0.326,6
35,"dotcolour","hard","easy",0.636,-1,1,6,0.298,6
35,"dotcolour","hard","average",0.853,-1,1,6,0.086,6
35,"dotcolour","hard","average",0.818,-1,1,6,0.333,6
35,"dotcolour","hard","hard",1.203,1,1,5,0.377,6
35,"dotcolour","hard","hard",1.085,1,1,5,0.841,6
35,"dotcolour","hard","hard",0.885,-1,1,5,0.654,6
35,"dotcolour","hard","hard",1.687,1,1,4,0.378,6
35,"dotcolour","hard","easy",0.786,-1,1,6,0.358,6
35,"dotcolour","hard","hard",0.752,-1,1,4,0.324,6
35,"dotcolour","hard","easy",0.686,-1,1,6,0.454,6
35,"dotcolour","hard","average",1.119,1,1,5,0.034,6
35,"dotcolour","hard","easy",0.852,1,1,6,0.057,6
35,"dotcolour","hard","average",0.736,1,1,6,0.484,6
35,"dotcolour","hard","easy",1.069,1,1,6,0.304,6
35,"dotcolour","hard","hard",0.736,-1,1,5,0.289,6
35,"dotcolour","hard","average",0.719,-1,1,5,0.307,6
35,"dotcolour","hard","easy",0.903,-1,1,5,0.221,6
35,"dotcolour","hard","easy",0.585,-1,1,5,0.344,6
35,"dotcolour","hard","average",1.136,-1,1,4,0.199,6
35,"dotcolour","hard","average",0.818,-1,1,5,0.762,7
35,"dotcolour","hard","easy",0.768,1,1,6,0.343,7
35,"dotcolour","hard","hard",1.218,1,0,5,0.291,7
35,"dotcolour","hard","hard",0.853,1,0,5,0.288,7
35,"dotcolour","hard","average",0.652,-1,1,5,0.325,7
35,"dotcolour","hard","easy",0.619,1,1,5,2.922,7
